subject_id	sid_hash	excluded	solver	p1_accuracy	p2_accuracy	p1_last_acc	p2_last_acc	p2_non_md	p2_last_8_solved	dtest_solved	dtest_duration	dtest_num_attempts	dtest_skipped	gender	age	education	edu_status	prior_exposure	prior_attempt	prior_completed	m_alg	m_geom	m_trig	m_sv_calc	m_mv_calc	m_linalg	m_pr_stat	m_disc	m_logic	q_attn_check1	q_attn_check2	q_attn_check3	q_puzzle	q_puzzle_digit	digit_target	digit_distractor	q_confidence	q_strategy	q_digit_selection	q_digit_notice	q_hint_select	q_hint_explain	q_digit_check	q_check_strategy	q_check_strategy_select	q_additional_info	tut_house	p1_last_acc_freq
768	4c3212	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	NA	0	TRUE	Male	39	asso	Completed	Not sure	Yes	1 to 3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
769	4c64c0	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	126.765	1	FALSE	Female	32	bach	Completed	Yes	Yes	10 or more	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
770	4cbe6a	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	72.05	1	FALSE	Male	28	bach	Completed	Yes	Yes	10 or more	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
771	4cfd1b	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	41.758	1	FALSE	Female	42	mast	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
772	4d016f	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	58.025	1	FALSE	Female	29	bach	Completed	Yes	Yes	10 or more	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
773	4d18fe	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	208.392	1	FALSE	Male	32	bach	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
774	4d2422	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	130.274	1	FALSE	Female	36	phd	Currently pursuing	Yes	Yes	1 to 3	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
775	4d27a1	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	70.006	1	FALSE	Female	31	hs	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
776	4d4543	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	48.188	1	FALSE	Male	23	bach	Completed	Yes	Yes	4 to 6	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
777	4db8d2	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	47.911	1	FALSE	Male	21	bach	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
778	4dca27	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	NA	0	TRUE	Male	29	bach	Completed	Yes	Yes	1 to 3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
779	4df9c5	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	60.083	1	FALSE	Male	42	asso	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
780	4e3c48	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	86.483	1	FALSE	Female	61	mast	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
781	4e4272	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	54.26	1	FALSE	Female	26	bach	Completed	Yes	Yes	10 or more	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
782	4e50f4	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	43.826	1	FALSE	Male	34	hs	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
783	4e60ef	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	130.013	1	FALSE	Female	30	bach	Completed	Yes	Yes	1 to 3	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
784	4e951c	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	77.521	1	FALSE	Female	49	mast	Completed	Yes	Yes	4 to 6	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
785	4e9e30	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	130.048	1	FALSE	Male	29	hs	Completed	Yes	Yes	7 to 9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
786	4ed7dd	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	198.141	1	FALSE	Female	57	hs	Completed	Yes	Yes	1 to 3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
787	4f07c0	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	53.156	1	FALSE	Male	33	bach	Completed	Yes	Yes	10 or more	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
788	4f12a2	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	81.779	1	FALSE	Female	27	mast	Completed	Yes	Yes	10 or more	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
789	4f1fb0	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	60.011	1	FALSE	Male	25	bach	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
790	4f4535	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	29.435	1	FALSE	Male	33	mast	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
791	4f5652	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	61.046	1	FALSE	Male	40	bach	Completed	Yes	Yes	10 or more	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
792	4f5658	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	169.075	1	FALSE	Female	27	asso	Currently pursuing	Yes	Yes	4 to 6	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
793	4f8bb9	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	224.493	1	FALSE	Female	29	bach	Completed	Yes	Yes	7 to 9	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
794	4f8fc3	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	123.558	1	FALSE	Female	19	bach	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
795	4f9179	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	21.89	1	FALSE	Female	23	bach	Completed	Yes	Yes	1 to 3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
796	500a86	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	26.948	1	FALSE	Female	21	hs	Currently pursuing	Yes	Yes	7 to 9	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
797	501698	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	119.677	1	FALSE	Male	29	bach	Completed	Yes	Yes	4 to 6	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
798	5024f4	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	112.617	1	FALSE	Male	36	mast	Completed	Yes	Yes	1 to 3	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
799	504931	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	98.372	1	FALSE	Female	57	bach	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
800	5066ff	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	46.229	1	FALSE	Male	35	hs	Completed	Yes	Yes	7 to 9	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
801	507d49	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	401.85	1	FALSE	Male	25	hs	Currently pursuing	Yes	Yes	1 to 3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
802	50b497	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	23.362	2	FALSE	Male	68	bach	Completed	Yes	Yes	4 to 6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
803	50c086	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	63.52	1	FALSE	Female	49	hs	Currently pursuing	Yes	Yes	10 or more	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
804	51079b	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	92.069	1	FALSE	Female	47	asso	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
805	51349c	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	40.24	1	FALSE	Female	22	bach	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
806	514e24	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	NA	0	TRUE	Male	37	bach	Completed	Yes	Yes	1 to 3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
807	5153ec	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	88.229	1	FALSE	Prefer not to say	29	bach	Completed	Yes	Yes	7 to 9	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
808	516f46	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	53.726	1	FALSE	Female	23	bach	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
809	51721f	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	128.206	8	FALSE	Male	34	asso	Completed	Yes	Yes	4 to 6	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
810	51737a	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	784.704	7	FALSE	Male	27	bach	Completed	Yes	Yes	1 to 3	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
811	51b387	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	109.096	2	FALSE	Male	29	phd	Currently pursuing	Yes	Yes	4 to 6	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
812	522647	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	381.216	1	FALSE	Female	57	mast	Completed	Yes	Yes	7 to 9	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
813	52555e	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	NA	0	TRUE	Female	51	bach	Completed	Yes	Yes	1 to 3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
814	5290bc	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	105.13	1	FALSE	Male	49	bach	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
815	529482	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	79.489	1	FALSE	Male	32	bach	Completed	Yes	Yes	10 or more	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
816	52bb10	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	189.517	1	FALSE	Male	38	phd	Completed	Yes	Yes	10 or more	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
817	52ed19	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	39.079	4	FALSE	Male	32	hs	Completed	Yes	Yes	1 to 3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
818	532018	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	NA	0	TRUE	Male	25	bach	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
819	534f07	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	67.242	1	FALSE	Female	51	mast	Completed	Yes	Yes	4 to 6	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
820	535004	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	240.121	1	FALSE	Male	40	asso	Completed	Yes	Yes	10 or more	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
821	535df9	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	331.577	1	FALSE	Male	20	bach	Currently pursuing	Yes	Yes	1 to 3	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
822	537473	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	271.787	1	FALSE	Male	30	bach	Completed	Yes	Yes	10 or more	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
823	53a498	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	99.479	1	FALSE	Female	43	asso	Completed	Yes	Yes	10 or more	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
824	53bcc5	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	48.538	1	FALSE	Female	23	bach	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
825	53d435	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	77.902	1	FALSE	Male	27	prof	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
826	54228e	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	91.462	1	FALSE	Female	63	asso	Completed	Yes	Yes	10 or more	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
827	543c53	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	44.589	1	FALSE	Female	43	hs	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
828	54b2f8	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	61.083	1	FALSE	Female	33	asso	Currently pursuing	Yes	Yes	1 to 3	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
829	54e55b	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	57.984	1	FALSE	Female	40	hs	Currently pursuing	Yes	Yes	1 to 3	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
830	55053a	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	149.195	1	FALSE	Female	45	asso	Completed	Yes	Yes	10 or more	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
831	553bd9	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	69.296	1	FALSE	Female	32	bach	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
832	555247	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	104.878	1	FALSE	Female	20	bach	Currently pursuing	Yes	Yes	1 to 3	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
833	557a7d	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	106.225	1	FALSE	Female	29	asso	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
834	557c75	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	52.575	1	FALSE	Male	21	bach	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
835	55c422	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	78.686	1	FALSE	Female	29	bach	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
836	55c5b1	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	NA	0	TRUE	Female	42	mast	Completed	Yes	Yes	4 to 6	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
837	55d758	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	194.358	1	FALSE	Female	25	mast	Completed	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
838	55e206	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	45.39	1	FALSE	Male	23	bach	Completed	Yes	Yes	4 to 6	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
839	561b36	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	83.328	1	FALSE	Female	45	hs	Completed	Yes	Yes	10 or more	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
840	562769	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	86.441	1	FALSE	Male	33	hs	Completed	No	No	1 to 3	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
841	562ac2	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	NA	0	TRUE	Male	30	mast	Completed	Yes	Yes	7 to 9	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
842	567f7a	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	149.313	2	FALSE	Male	18	bach	Currently pursuing	Yes	Yes	10 or more	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
843	5687dd	TRUE	NA	NA	NA	NA	NA	0	0	FALSE	57.187	2	FALSE	Male	47	asso	Completed	Yes	Yes	1 to 3	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
844	56999e	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	137.534	2	FALSE	Male	27	bach	Completed	Yes	Yes	10 or more	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
845	56c82f	TRUE	NA	NA	NA	NA	NA	0	0	TRUE	105.82	1	FALSE	Male	21	hs	Completed	Yes	Yes	4 to 6	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
